Situação,Cod. Registro,Instituto,Cargo,Abrangência,Turno,Cenário,Candidato,Partido,Pontuação (%),Margem de Erro,Divulgação,Fonte de Coleta
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 2,Tião Bocalom,PSDB,"26,00",2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 2,Branco/nulo,,11,2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 2,Não sabe,,8,2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 3,Mailza Assis,PP,"40,00",2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 3,Tião Bocalom,PSDB,"28,00",2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 3,Branco/nulo,,12,2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-04914/2026,RealTime BigData,Governador,Acre,2,Cenário 3,Não sabe,,20,2,18/06/2026,https://noticias.uol.com.br/politica/ultimas-noticias/2026/06/18/realtime-big-data-alan-rick-lidera-corrida-pelo-governo-do-acre.ghtm
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Alan Rick,Republicanos,"39,55",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Mailza Assis,PP,"19,40",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Tião Bocalom,PSDB,"17,07",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Thor Dantas,PSB,"2,00",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Branco/nulo,,"2,58",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 1,Não sabe,,"19,40",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 2,Alan Rick,Republicanos,"54,62",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 2,Tião Bocalom,PSDB,"22,98",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 2,Branco/nulo,,"5,50",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 2,Não sabe,,"16,90",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 3,Alan Rick,Republicanos,"50,87",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 3,Mailza Assis,PP,"27,14",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 3,Branco/nulo,,"5,08",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 3,Não sabe,,"16,90",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 4,Mailza Assis,PP,"43,13",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 4,Tião Bocalom,PSDB,"27,48",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 4,Branco/nulo,,"10,24",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-09056/2026,Instituto Delta,Governador,Acre,1,Cenário 4,Não sabe,,"19,45",3,09/06/2026,https://portalacre.com.br/2026/06/delta-tv-gazeta-alan-39-mailza-com-19-bocalom-17-e-thor-dantas-com-2/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Alan Rick,Republicanos,"41,20","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Mailza Assis,PP,"24,40","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Tião Bocalom,PSDB,"16,10","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Thor Dantas,PSB,"3,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Eudo Raffael,PCB,"0,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Branco/nulo,,"7,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,1,Cenário 1,Não sabe,,"5,90","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 1,Alan Rick,Republicanos,"58,50","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 1,Tião Bocalom,PSDB,"26,90","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 1,Branco/nulo,,"9,3","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 1,Não sabe,,"5,3","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 2,Alan Rick,Republicanos,"53,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 2,Mailza Assis,PP,"33,20","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 2,Branco/nulo,,"7,9","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Governador,Acre,2,Cenário 2,Não sabe,,"5,1","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/alan-rick-lidera-no-1o-e-2o-turnos-para-o-governo-do-acre/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Jorge Viana,PT,"34,70","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Gladson Cameli,PP,"32,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Márcio Bittar,PL,"29,9","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Coronel Ulysses,União Brasil,"21,9","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Mara Rocha,Republicanos,"21,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Sérgio Petecão,PSD,"13,90","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Jéssica Sales,MDB,"11,30","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Dr. Eduado Velloso,Solidariedade,"9,00","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Júnior Feitosa,DC,"1,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Branco/nulo,,"5,20","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 1,Não sabe,,"3,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Jorge Viana,PT,"35,10","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Márcio Bittar,PL,33,"3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Coronel Ulysses,União Brasil,25,"3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Mara Rocha,Republicanos,"23,80","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Sérgio Petecão,PSD,"16,40","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Jéssica Sales,MDB,"13,00","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Dr. Eduado Velloso,Solidariedade,"11,10","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Socorro Neri,PP,"14,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Branco/nulo,,"5,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 2,Não sabe,,"4,30","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Jorge Viana,PT,"37,10","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Márcio Bittar,PL,"36,1","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Coronel Ulysses,União Brasil,27,"3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Mara Rocha,Republicanos,"29,10","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Sérgio Petecão,PSD,"19,90","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Dr. Eduado Velloso,Solidariedade,"15,20","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Branco/nulo,,"6,00","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 3,Não sabe,,"4,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Jorge Viana,PT,"37,90","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Márcio Bittar,PL,"38,2","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Coronel Ulysses,União Brasil,"29,4","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Mara Rocha,Republicanos,"32,00","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Sérgio Petecão,PSD,"22,00","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Branco/nulo,,"6,50","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,AC-01182/2026,Paraná Pesquisas,Senador,Acre,1,Cenário 4,Não sabe,,"4,60","3,2",03/06/2026,https://www.poder360.com.br/poder-eleicoes/viana-cameli-e-bittar-empatam-por-vagas-ao-senado-no-ac/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Lula,PT,25,2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Flávio Bolsonaro,PL,"58,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Ronaldo Caiado,PSD,"5,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Renan Santos,Missão,"3,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Romeu Zema,Novo,"2,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Augusto Cury,Avante,"1,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Cabo Daciolo,Mobiliza,"1,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Branco/nulo,,"2,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,1,Cenário 1,Não sabe,,"1,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,2,Cenário 1,Lula,PT,"66,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,2,Cenário 1,Flávio Bolsonaro,PL,"24,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,2,Cenário 1,Branco/nulo,,"4,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,BR-05580/2026,RealTime BigData,Presidente,Rondônia,2,Cenário 1,Não sabe,,"3,00",2,16/07/2026,https://www.cartacapital.com.br/politica/as-intencoes-de-voto-para-presidente-entre-os-eleitores-de-rondonia-segundo-nova-pesquisa/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Lula,PT,"18,1",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Flávio Bolsonaro,PL,"48,70",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Ronaldo Caiado,PSD,"2,00",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Renan Santos,Missão,"2,20",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Romeu Zema,Novo,"1,30",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Branco/nulo,,"2,60",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,1,Cenário 1,Não sabe,,"19,10",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,2,Cenário 1,Lula,PT,"22,00",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,2,Cenário 1,Flávio Bolsonaro,PL,"58,20",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,2,Cenário 1,Branco/nulo,,"3,70",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,RO-05454/2026,Veritá,Presidente,Rondônia,2,Cenário 1,Não sabe,,"19,70",3,24/03/2026,https://www.cnnbrasil.com.br/politica/verita-governo-lula-e-desaprovado-por-501-em-ro-16-aprovam/
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Flávio Bolsonaro,PL,"42,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Lula,PT,"24,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Ronaldo Caiado,PSD,"2,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Renan Santos,Missão,"2,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Romeu Zema,Novo,"2,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Augusto Cury,Avante,"2,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Samara Martins,UP,"2,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Cabo Daciolo,Mobiliza,"1,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Branco/nulo,,"9,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,1,Cenário 1,Não sabe,,"14,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,2,Cenário 1,Lula,PT,"50,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,2,Cenário 1,Flávio Bolsonaro,PL,"29,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,2,Cenário 1,Branco/nulo,,"26,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,2,Cenário 1,Não sabe,,"12,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
F,BR-01656/2026,Quaest,Presidente,Paraná,2,Cenário 1,Lula,PT,"29,00",3,27/07/2026,https://g1.globo.com/pr/parana/noticia/2026/07/27/quaest-parana-presidente-julho.ghtml
